vul_id,repo,fixed_commit_sha,judgement,target_file,target_func,patch_file,patch_func,CWE,vuln_type
CVE-2023-4563,torvalds/linux,24138933b97b055d486e8064b4a1721702442a9b,FP,include/net/netfilter/nf_tables.h,nft_genmask_cur,net/netfilter/nft_set_pipapo.c,nft_pipapo_get,Unknown,Unknown
CVE-2021-46994,torvalds/linux,03c427147b2d3e503af258711af4fc792b89b0af,TP,drivers/net/can/spi/hi311x.c,hi3110_can_probe,drivers/net/can/spi/mcp251x.c,mcp251x_can_probe,Unknown,Unknown
CVE-2022-1419,torvalds/linux,4b848f20eda5974020f043ca14bacf7a7e634fc8,FP,drivers/gpu/drm/drm_gem_dma_helper.c,drm_gem_dma_create_with_handle,drivers/gpu/drm/vgem/vgem_drv.c,vgem_gem_create,Unknown,Unknown
CVE-2022-2873,torvalds/linux,690b2549b19563ec5ad53e5c82f6a944d910086e,TP,drivers/iio/chemical/sunrise_co2.c,sunrise_regmap_read,drivers/i2c/busses/i2c-ismt.c,ismt_access,Unknown,Unknown
CVE-2024-26650,torvalds/linux,5913320eb0b3ec88158cfcb0fa5e996bf4ef681b,FP,include/linux/platform_data/x86/p2sb.h,p2sb_bar,drivers/platform/x86/p2sb.c,p2sb_read_bar0,Unknown,Unknown
CVE-2024-26726,torvalds/linux,5571e41ec6e56e35f34ae9f5b3a335ef510e0ade,FP,fs/btrfs/inode.c,btrfs_do_encoded_write,fs/btrfs/inode.c,btrfs_finish_one_ordered,Unknown,Unknown
CVE-2023-52510,torvalds/linux,f990874b1c98fe8e57ee9385669f501822979258,FP,drivers/net/ethernet/stmicro/stmmac/dwmac-intel.c,intel_mgbe_common_data,drivers/net/ieee802154/ca8210.c,ca8210_register_ext_clock,Unknown,Unknown
CVE-2021-47067,torvalds/linux,ef85bb582c41524e9e68dfdbde48e519dac4ab3d,TP,drivers/soc/tegra/regulators-tegra20.c,tegra20_cpu_voltage_update,drivers/soc/tegra/regulators-tegra30.c,tegra30_voltage_update,Unknown,Unknown
CVE-2022-20368,torvalds/linux,c700525fcc06b05adfea78039de02628af79e07a,FP,net/can/isotp.c,isotp_recvmsg,net/packet/af_packet.c,packet_recvmsg,Unknown,Unknown
CVE-2020-36775,torvalds/linux,df77fbd8c5b222c680444801ffd20e8bbc90a56e,TP,fs/f2fs/compress.c,f2fs_write_raw_pages,fs/f2fs/compress.c,f2fs_write_compressed_pages,Unknown,Unknown
CVE-2023-35823,torvalds/linux,30cf57da176cca80f11df0d9b7f71581fe601389,FP,drivers/media/pci/saa7134/saa7134-tvaudio.c,saa7134_tvaudio_fini,drivers/media/pci/saa7134/saa7134-vbi.c,saa7134_vbi_fini,Unknown,Unknown
CVE-2023-39189,torvalds/linux,f4f8a7803119005e87b716874bec07c751efafec,FP,net/netfilter/nfnetlink_osf.c,nfnl_osf_remove_callback,net/netfilter/nfnetlink_osf.c,nfnl_osf_add_callback,Unknown,Unknown
CVE-2020-14416,torvalds/linux,0ace17d56824165c7f4c68785d6b58971db954dd,TP,drivers/net/can/slcan/slcan-core.c,slcan_close,drivers/net/can/slcan.c,slcan_write_wakeup,Unknown,Unknown
CVE-2019-19533,torvalds/linux,a10feaf8c464c3f9cfdd3a8a7ce17e1c0d498da1,FP,drivers/bluetooth/ath3k.c,ath3k_load_firmware,drivers/media/usb/ttusb-dec/ttusb_dec.c,ttusb_dec_send_command,Unknown,Unknown
CVE-2022-23036,torvalds/linux,6b1775f26a2da2b05a6dc8ec2b5d14e9a4701a1a,FP,drivers/net/xen-netfront.c,xennet_get_responses,drivers/xen/grant-table.c,gnttab_end_foreign_access,Unknown,Unknown
CVE-2019-18810,torvalds/linux,a0ecd6fdbf5d648123a7315c695fb6850d702835,FP,drivers/gpu/drm/xe/xe_tile_sysfs.c,xe_tile_sysfs_init,drivers/gpu/drm/arm/display/komeda/komeda_wb_connector.c,komeda_wb_connector_add,Unknown,Unknown
CVE-2022-2873,torvalds/linux,690b2549b19563ec5ad53e5c82f6a944d910086e,FP,drivers/i2c/i2c-core-smbus.c,i2c_smbus_read_i2c_block_data,drivers/i2c/busses/i2c-ismt.c,ismt_access,Unknown,Unknown
CVE-2020-26088,torvalds/linux,26896f01467a28651f7a536143fe5ac8449d4041,TP,net/bluetooth/hidp/sock.c,hidp_sock_create,net/nfc/rawsock.c,rawsock_create,Unknown,Unknown
CVE-2021-47144,torvalds/linux,fa7e6abc75f3d491bc561734312d065dc9dc2a77,FP,drivers/gpu/drm/amd/amdgpu/amdgpu_display.c,amdgpu_display_framebuffer_init,drivers/gpu/drm/amd/amdgpu/amdgpu_fb.c,amdgpu_fbdev_destroy,Unknown,Unknown
CVE-2024-26799,torvalds/linux,1382d8b55129875b2e07c4d2a7ebc790183769ee,FP,sound/soc/qcom/lpass-platform.c,lpass_platform_pcmops_prepare,sound/soc/qcom/lpass-cdc-dma.c,lpass_cdc_dma_daiops_trigger,Unknown,Unknown
CVE-2021-3640,torvalds/linux,99c23da0eed4fd20cae8243f2b51e10e66aa0951,TP,net/bluetooth/l2cap_sock.c,l2cap_sock_setsockopt_old,net/bluetooth/sco.c,sco_sock_sendmsg,Unknown,Unknown
CVE-2022-33744,torvalds/linux,b75cd218274e01d026dc5240e86fdeb44bbed0c8,函数不存在,fs/btrfs/extent_map.c,__tree_search,arch/arm/xen/p2m.c,__pfn_to_mfn,Unknown,Unknown
CVE-2021-4150,torvalds/linux,9fbfabfda25d8774c5a08634fdd2da000a924890,FP,drivers/block/ublk_drv.c,ublk_ctrl_start_dev,block/partitions/core.c,add_partition,Unknown,Unknown
CVE-2016-3137,torvalds/linux,c55aee1bf0e6b6feec8b2927b43f7a09a6d5f754,FP,drivers/usb/serial/symbolserial.c,symbol_int_callback,drivers/usb/serial/cypress_m8.c,cypress_open,Unknown,Unknown
CVE-2024-26598,torvalds/linux,ad362fe07fecf0aba839ff2cc59a3617bd42c33f,FP,arch/arm64/kvm/vgic/vgic-v4.c,kvm_vgic_v4_set_forwarding,arch/arm64/kvm/vgic/vgic-its.c,vgic_its_inject_cached_translation,Unknown,Unknown
CVE-2021-47122,torvalds/linux,b53558a950a89824938e9811eddfc8efcd94e1bb,TP,net/mac80211/cfg.c,ieee80211_start_ap,net/caif/caif_dev.c,caif_device_notify,Unknown,Unknown
CVE-2021-32606,torvalds/linux,2b17c400aeb44daf041627722581ade527bb3c1d,FP,net/can/isotp.c,isotp_release,net/can/isotp.c,isotp_bind,Unknown,Unknown
CVE-2024-26746,torvalds/linux,d3ea125df37dc37972d581b74a5d3785c3f283ab,FP,drivers/acpi/osl.c,acpi_os_create_cache,drivers/dma/idxd/init.c,idxd_init_evl,Unknown,Unknown
CVE-2019-19947,torvalds/linux,da2311a6385c3b499da2ed5d9be59ce331fa93e9,TP,drivers/net/can/usb/kvaser_usb/kvaser_usb_leaf.c,kvaser_usb_leaf_set_bittiming,drivers/net/can/usb/kvaser_usb/kvaser_usb_leaf.c,kvaser_usb_leaf_flush_queue,Unknown,Unknown
CVE-2023-52599,torvalds/linux,49f9637aafa6e63ba686c13cb8549bf5e6920402,TP,fs/jfs/jfs_imap.c,diExtendFS,fs/jfs/jfs_imap.c,diNewExt,Unknown,Unknown
CVE-2022-47943,torvalds/linux,ac60778b87e45576d7bfdbd6f53df902654e6f09,TP,fs/smb/client/cifssmb.c,CIFSSMBRead,fs/ksmbd/smb2misc.c,smb2_get_data_area_len,Unknown,Unknown
CVE-2022-1048,torvalds/linux,92ee3c60ec9fe64404dc035e7c41277d74aa26cb,FP,sound/soc/soc-dapm.c,snd_soc_dai_link_event_pre_pmu,sound/core/pcm.c,snd_pcm_attach_substream,Unknown,Unknown
CVE-2021-46920,torvalds/linux,ea941ac294d75d0ace50797aebf0056f6f8f7a7f,FP,drivers/dma/idxd/device.c,idxd_device_evl_setup,drivers/dma/idxd/irq.c,process_misc_interrupts,Unknown,Unknown
CVE-2023-46813,torvalds/linux,63e44bc52047f182601e7817da969a105aa1f721,FP,arch/x86/coco/sev/core.c,vc_handle_monitor,arch/x86/boot/compressed/sev.c,fault_in_kernel_space,Unknown,Unknown
CVE-2021-28711,torvalds/linux,0fd08a34e8e3b67ec9bd8287ac0facf8374b844a,TP,drivers/xen/pvcalls-front.c,pvcalls_front_event_handler,drivers/block/xen-blkfront.c,blkif_interrupt,Unknown,Unknown
CVE-2021-29338,uclouvain/openjpeg,79c7d7af598b778c3cdcb455df23d50efc95eb3c,FP,src/lib/openjpip/cache_manager.c,remove_cidInCache,src/bin/jp2/opj_dump.c,main,Unknown,Unknown
CVE-2017-14040,uclouvain/openjpeg,2cd30c2b06ce332dede81cccad8b334cde997281,TP,src/bin/jp2/converttif.c,tiftoimage,src/bin/jp2/convert.c,tgatoimage,Unknown,Unknown
OSV-2017-61,uclouvain/openjpeg,cc893a4ebfaf8c42cf1221ac82c83df91e77340b,TP,src/lib/openjp2/tcd.c,opj_tcd_mct_encode,src/lib/openjp2/tcd.c,opj_tcd_mct_decode,Unknown,Unknown
CVE-2017-14164,uclouvain/openjpeg,dcac91b8c72f743bda7dbfa9032356bc8110098a,FP,src/lib/openjp2/j2k.c,opj_j2k_write_qcc_in_memory,src/lib/openjp2/j2k.c,opj_j2k_write_sot,Unknown,Unknown
CVE-2020-15389,uclouvain/openjpeg,e8e258ab049240c2dd1f1051b4e773b21e2d3dc0,TP,src/bin/jp2/opj_dump.c,main,src/bin/jp2/opj_decompress.c,main,Unknown,Unknown
CVE-2018-21010,uclouvain/openjpeg,2e5ab1d9987831c981ff05862e8ccf1381ed58ea,TP,wrapping/java/openjp2/JavaOpenJPEGDecoder.c,Java_org_openJpeg_OpenJPEGJavaDecoder_internalDecodeJ2KtoImage,src/bin/common/color.c,color_apply_icc_profile,Unknown,Unknown
CVE-2017-14164,uclouvain/openjpeg,dcac91b8c72f743bda7dbfa9032356bc8110098a,FP,src/lib/openjp2/j2k.c,opj_j2k_write_coc_in_memory,src/lib/openjp2/j2k.c,opj_j2k_write_sot,Unknown,Unknown
CVE-2018-20847,uclouvain/openjpeg,5d00b719f4b93b1445e6fb4c766b9a9883c57949,TP,src/lib/openjp2/j2k.c,opj_j2k_update_rates,src/lib/openjp2/tcd.c,opj_tcd_init_tile,Unknown,Unknown
CVE-2021-39929,wireshark/wireshark,ed98abe2080053403f1881a8b2df1905a3ccdf2e,FP,epan/dissectors/packet-bt-dht.c,dissect_bencoded_dict,epan/dissectors/packet-bt-dht.c,dissect_bencoded_list,Unknown,Unknown
CVE-2021-4182,wireshark/wireshark,b3215d99cacbcd2613157d10f11b233b35b5d10b,FP,epan/req_resp_hdrs.c,req_resp_hdrs_do_reassembly,epan/dissectors/file-rfc7468.c,dissect_rfc7468,Unknown,Unknown
CVE-2021-39922,wireshark/wireshark,b760c356c7050f75faa5421d6812ab312b8651a1,FP,epan/dissectors/packet-c1222.c,canonify_unencrypted_header,epan/dissectors/packet-c1222.c,canonify_unencrypted_header,Unknown,Unknown
CVE-2021-4186,wireshark/wireshark,ca71d1624cfb97a06e96d7c22239fdd677d666ec,FP,epan/dissectors/packet-btbredr_rf.c,dissect_btbredr_rf,plugins/epan/gryphon/packet-gryphon.c,decode_command,Unknown,Unknown
CVE-2020-9431,wireshark/wireshark,086003c9d616906e08bbeeab9c17b3aa4c6ff850,FP,epan/dissectors/packet-rdpudp.c,dissect_rdpudp_v2,epan/dissectors/packet-lte-rrc.c,dissect_lte_rrc_SystemInfoListGERAN_item,Unknown,Unknown
CVE-2024-24479,wireshark/wireshark,c3720cff158c265dec2a0c6104b1d65954ae6bfd,FP,wsutil/to_str.c,display_signed_time,wsutil/to_str.c,format_fractional_part_nsecs,Unknown,Unknown
CVE-2022-0581,wireshark/wireshark,9cd66b270c4b182d806d879850d510b5ee67ba37,FP,epan/crypt/dot11decrypt.c,Dot11DecryptWepMng,epan/crypt/airpdcap.c,AirPDcapRsna4WHandshake,Unknown,Unknown
CVE-2021-4186,wireshark/wireshark,ca71d1624cfb97a06e96d7c22239fdd677d666ec,TP,epan/dissectors/packet-nordic_ble.c,dissect_ble_timestamp,plugins/epan/gryphon/packet-gryphon.c,decode_command,Unknown,Unknown
CVE-2020-11647,wireshark/wireshark,6f56fc9496db158218243ea87e3660c874a0bab0,FP,epan/dissectors/packet-bacapp.c,fEventParameter,epan/dissectors/packet-bacapp.c,fAbstractSyntaxNType,Unknown,Unknown
CVE-2022-0581,wireshark/wireshark,9cd66b270c4b182d806d879850d510b5ee67ba37,TP,epan/dissectors/packet-snmp.c,set_ue_keys,epan/crypt/airpdcap.c,AirPDcapDecryptWPABroadcastKey,Unknown,Unknown
CVE-2022-0581,wireshark/wireshark,9cd66b270c4b182d806d879850d510b5ee67ba37,FP,plugins/epan/mate/mate_runtime.c,analyze_pdu,epan/crypt/airpdcap.c,AirPDcapDecryptWPABroadcastKey,Unknown,Unknown
