vul_id,repo,judgement,fixed_commit_sha,target_func,target_file,vuln_type,CWE,patch_file,patch_func
CVE-2023-23145,gpac/gpac,FP,4ade98128cbc41d5115b97a41ca2e59529c8dd5f,lsr_read_update_value_indexed,src/laser/lsr_dec.c,Memory Leak,CWE-401,src/laser/lsr_dec.c,lsr_read_rare_full
CVE-2021-47028,torvalds/linux,TP,f43b941fd61003659a3f0e039595e5e525917aa8,mt7915_tm_set_tx_len,drivers/net/wireless/mediatek/mt76/mt7915/testmode.c,Out-of-bounds Read,CWE-125,drivers/net/wireless/mediatek/mt76/mt7915/mcu.c,mt7915_mcu_tx_rate_parse
CVE-2021-39713,torvalds/linux,FP,e368fdb61d8e7c67ac70791b23345b26d7bbc661,__tc_ctl_tclass,net/sched/sch_api.c,Resource Leak,CWE-362,net/sched/cls_api.c,tcf_block_find
CVE-2021-47082,torvalds/linux,FP,158b515f703e75e7d68289bf4d98c664e1d632df,tun_net_init,drivers/net/tun.c,Double Free,CWE-415,drivers/net/tun.c,tun_free_netdev
CVE-2016-10208,torvalds/linux,TP,3a4b77cd47bb837b8557595ec7425f281f2ca1fe,ext2_fill_super,fs/ext2/super.c,Out-of-bounds Read,CWE-125,fs/ext4/super.c,ext4_fill_super
CVE-2023-46928,gpac/gpac,TP,0753bf6d867343a80a044bf47a27d0b7accc8bf1,gf_media_change_par,src/media_tools/isom_tools.c,Null Pointer Dereference,CWE-787,src/media_tools/isom_tools.c,gf_media_change_pl
CVE-2022-36123,torvalds/linux,FP,38fa5479b41376dc9d7f57e71c83514285a25ca0,prom_init,arch/powerpc/kernel/prom_init.c,Uninitialized Use,CWE-457,arch/x86/kernel/head64.c,clear_bss
CVE-2021-46967,torvalds/linux,FP,3a3e0fad16d40a2aa68ddf7eea4acdf48b22dd44,mport_cdev_mmap,drivers/rapidio/devices/rio_mport_cdev.c,Unknown,CWE-665,drivers/vhost/vdpa.c,vhost_vdpa_mmap
CVE-2022-1714,radareorg/radare2,FP,3ecdbf8e21186a9c5a4d3cfa3b1e9fd27045340e,anal_pic_pic18_op,libr/arch/p/pic/plugin.c,Out-of-bounds Read,CWE-125,libr/anal/p/anal_msp430.c,msp430_op
CVE-2023-2156,torvalds/linux,FP,4e006c7a6dac0ead4c1bf606000aa90a372fc253,ipv6_rpl_srh_compress,net/ipv6/rpl.c,Unknown,CWE-617,net/ipv6/rpl.c,ipv6_rpl_srh_size
CVE-2023-52491,torvalds/linux,FP,206c857dd17d4d026de85866f1b5f0969f2a109e,mtk_jpegenc_worker,drivers/media/platform/mediatek/jpeg/mtk_jpeg_core.c,Use After Free,CWE-416,drivers/media/platform/mediatek/jpeg/mtk_jpeg_core.c,mtk_jpeg_dec_device_run
CVE-2023-52599,torvalds/linux,TP,49f9637aafa6e63ba686c13cb8549bf5e6920402,diFree,fs/jfs/jfs_imap.c,Unknown,CWE-129,fs/jfs/jfs_imap.c,diNewExt
CVE-2023-52448,torvalds/linux,FP,8877243beafa7c6bfc42022cbfdf9e39b25bd4fa,gfs2_rgrp_lvb_valid,fs/gfs2/rgrp.c,Null Pointer Dereference,CWE-476,fs/gfs2/rgrp.c,gfs2_rgrp_dump
CVE-2022-47940,torvalds/linux,TP,158a66b245739e15858de42c0ba60fcf3de9b8e6,fsctl_pipe_transceive,fs/smb/server/smb2pdu.c,Out-of-bounds Read,CWE-125,fs/ksmbd/smb2pdu.c,smb2_write_pipe
CVE-2021-28691,torvalds/linux,FP,107866a8eb0b664675a260f1ba0655010fac1e08,bu27034_buffer_disable,drivers/iio/light/rohm-bu27034.c,Use After Free,CWE-416,drivers/net/xen-netback/interface.c,xenvif_disconnect_queue
CVE-2021-20224,ImageMagick/ImageMagick,TP,5af1dffa4b6ab984b5f13d1e91c95760d75f12a6,WritePNMImage,coders/pnm.c,Unknown,CWE-190,MagickCore/quantum-export.c,ExportIndexQuantum
CVE-2018-20467,ImageMagick/ImageMagick,TP,db0add932fb850d762b02604ca3053b7d7ab6deb,ReadSGIImage,coders/sgi.c,Unknown,CWE-835,coders/bmp.c,ReadBMPImage
CVE-2023-52502,torvalds/linux,TP,31c07dffafce914c1d1543c135382a11ff058d93,prestera_find_port,drivers/net/ethernet/marvell/prestera/prestera_main.c,Race Condition,CWE-362,net/nfc/llcp_core.c,nfc_llcp_sock_from_sn
CVE-2021-47070,torvalds/linux,FP,0b0226be3a52dadd965644bc52a807961c2c26df,main,tools/hv/hv_fcopy_uio_daemon.c,Memory Leak,CWE-401,drivers/uio/uio_hv_generic.c,hv_uio_probe
CVE-2022-28072,radareorg/radare2,TP,027cd9b7274988bb1af866539ba6c2fa2ff63e45,ebc_anal_jmp,libr/arch/p/ebc/plugin.c,Out-of-bounds Read,CWE-787,libr/anal/p/anal_hexagon.c,hexagon_v6_op
