vul_id,repo,fixed_commit_sha,target_file,target_func,judgement,comment,vuln_type,CWE,patch_file,patch_func
CVE-2021-33033,torvalds/linux,ad5d07f4a9cd671233ae20983848874731102c08,net/smc/smc_ism.c,smc_ism_put_vlan,,,Use After Free,CWE-416,net/ipv4/cipso_ipv4.c,cipso_v4_doi_remove
CVE-2021-3347,torvalds/linux,12bb3f7f1b03d5913b3f9d4236a488aa7774dfe9,kernel/futex/pi.c,fixup_pi_state_owner,,,Use After Free,CWE-416,kernel/futex.c,fixup_owner
CVE-2021-3347,torvalds/linux,12bb3f7f1b03d5913b3f9d4236a488aa7774dfe9,kernel/futex/requeue.c,futex_wait_requeue_pi,,,Use After Free,CWE-416,kernel/futex.c,fixup_owner
CVE-2021-33631,torvalds/linux,5c099c4fdc438014d5893629e70a8ba934433ee8,fs/ext4/inode.c,ext4_journalled_write_end,TP,,Logic Error,CWE-190,fs/ext4/inode.c,ext4_write_end
CVE-2021-3411,torvalds/linux,0d07c0ec4381f630c801539c79ad8dcc627f6e4a,arch/x86/kernel/kprobes/core.c,__copy_instruction,,,Logic Error,CWE-94,arch/x86/kernel/kprobes/opt.c,can_optimize
CVE-2021-3411,torvalds/linux,0d07c0ec4381f630c801539c79ad8dcc627f6e4a,arch/x86/kernel/kprobes/opt.c,can_optimize,,,Logic Error,CWE-94,arch/x86/kernel/kprobes/opt.c,can_optimize
CVE-2021-3411,torvalds/linux,0d07c0ec4381f630c801539c79ad8dcc627f6e4a,arch/x86/kernel/kprobes/core.c,can_probe,,,Logic Error,CWE-94,arch/x86/kernel/kprobes/opt.c,can_optimize
CVE-2021-3736,torvalds/linux,de5494af4815a4c9328536c72741229b7de88e7f,samples/vfio-mdev/mbochs.c,mbochs_init_dev,,,Memory Leak,CWE-401,samples/vfio-mdev/mbochs.c,mbochs_remove
CVE-2021-3752,torvalds/linux,1bff51ea59a9afb67d2dd78518ab0582a54a472c,net/bluetooth/l2cap_sock.c,l2cap_sock_alloc_skb_cb,,,Use After Free,CWE-362,net/bluetooth/l2cap_sock.c,l2cap_sock_close_cb
CVE-2021-3752,torvalds/linux,1bff51ea59a9afb67d2dd78518ab0582a54a472c,net/bluetooth/l2cap_sock.c,l2cap_sock_cleanup_listen,,,Use After Free,CWE-362,net/bluetooth/l2cap_sock.c,l2cap_sock_close_cb
CVE-2021-3752,torvalds/linux,1bff51ea59a9afb67d2dd78518ab0582a54a472c,net/bluetooth/l2cap_sock.c,l2cap_sock_ready_cb,,,Use After Free,CWE-362,net/bluetooth/l2cap_sock.c,l2cap_sock_teardown_cb
CVE-2021-3752,torvalds/linux,1bff51ea59a9afb67d2dd78518ab0582a54a472c,net/bluetooth/l2cap_sock.c,l2cap_sock_defer_cb,,,Use After Free,CWE-362,net/bluetooth/l2cap_sock.c,l2cap_sock_teardown_cb
CVE-2021-3752,torvalds/linux,1bff51ea59a9afb67d2dd78518ab0582a54a472c,net/bluetooth/iso.c,iso_chan_del,,,Use After Free,CWE-362,net/bluetooth/l2cap_sock.c,l2cap_sock_teardown_cb
CVE-2021-38160,torvalds/linux,d00d8da5869a2608e97cfede094dfc5e11462a46,drivers/misc/nsm.c,nsm_sendrecv_msg_locked,,,Buffer Overflow,CWE-120,drivers/char/virtio_console.c,control_work_handler
CVE-2021-38207,torvalds/linux,c364df2489b8ef2f5e3159b1dff1ff1fdb16040d,drivers/net/ethernet/ni/nixge.c,nixge_start_xmit,,,Buffer Overflow,CWE-120,drivers/net/ethernet/xilinx/ll_temac_main.c,temac_start_xmit
CVE-2021-38300,torvalds/linux,37cb28ec7d3a36a5bace7063a3dba633ab110f8b,arch/arm/net/bpf_jit_32.c,bpf_int_jit_compile,,,Logic Error,CWE-670,arch/mips/net/bpf_jit.c,bpf_jit_compile
CVE-2021-38300,torvalds/linux,37cb28ec7d3a36a5bace7063a3dba633ab110f8b,arch/mips/net/bpf_jit_comp.c,bpf_int_jit_compile,,,Logic Error,CWE-670,arch/mips/net/bpf_jit.c,bpf_jit_compile
CVE-2021-38300,torvalds/linux,37cb28ec7d3a36a5bace7063a3dba633ab110f8b,arch/loongarch/net/bpf_jit.c,bpf_int_jit_compile,,,Logic Error,CWE-670,arch/mips/net/bpf_jit.c,bpf_jit_compile
CVE-2021-38300,torvalds/linux,37cb28ec7d3a36a5bace7063a3dba633ab110f8b,arch/sparc/net/bpf_jit_comp_64.c,build_insn,,,Logic Error,CWE-670,arch/mips/net/bpf_jit.c,build_body
CVE-2021-38300,torvalds/linux,37cb28ec7d3a36a5bace7063a3dba633ab110f8b,arch/riscv/net/bpf_jit_comp32.c,bpf_jit_emit_insn,,,Logic Error,CWE-670,arch/mips/net/bpf_jit.c,build_body
CVE-2021-39633,torvalds/linux,1d011c4803c72f3907eccfc1ec63caefb852fcbf,net/ipv6/ip6_gre.c,gre_handle_offloads,,,Out-of-bounds Read,CWE-119,net/ipv4/ip_gre.c,gre_handle_offloads
CVE-2021-39633,torvalds/linux,1d011c4803c72f3907eccfc1ec63caefb852fcbf,net/ipv4/ip_gre.c,gre_handle_offloads,,,Out-of-bounds Read,CWE-119,net/ipv4/ip_gre.c,gre_handle_offloads
CVE-2021-39633,torvalds/linux,1d011c4803c72f3907eccfc1ec63caefb852fcbf,include/net/udp_tunnel.h,udp_tunnel_handle_offloads,,,Out-of-bounds Read,CWE-119,net/ipv4/ip_gre.c,gre_handle_offloads
CVE-2021-39686,torvalds/linux,29bc22ac5e5bc63275e850f0c8fc549e3d0e306b,drivers/android/binder.c,binder_transaction,,,Race Condition,CWE-362,drivers/android/binder.c,binder_transaction
CVE-2021-44733,torvalds/linux,dfd0743f1d9ea76931510ed150334d571fbab49d,drivers/soc/qcom/apr.c,gpr_free_port,,,Use After Free,CWE-362,drivers/tee/tee_shm.c,tee_shm_release
CVE-2021-44733,torvalds/linux,dfd0743f1d9ea76931510ed150334d571fbab49d,drivers/gpu/drm/qxl/qxl_release.c,qxl_release_free,,,Use After Free,CWE-362,drivers/tee/tee_shm.c,tee_shm_release
CVE-2021-44733,torvalds/linux,dfd0743f1d9ea76931510ed150334d571fbab49d,drivers/interconnect/core.c,icc_node_destroy,,,Use After Free,CWE-362,drivers/tee/tee_shm.c,tee_shm_release
CVE-2021-44733,torvalds/linux,dfd0743f1d9ea76931510ed150334d571fbab49d,drivers/tty/rpmsg_tty.c,rpmsg_tty_destruct_port,,,Use After Free,CWE-362,drivers/tee/tee_shm.c,tee_shm_release
CVE-2021-46904,torvalds/linux,8a12f8836145ffe37e9c8733dce18c22fb668b66,drivers/usb/class/cdc-acm.c,acm_disconnect,,,Race Condition,CWE-476,drivers/net/usb/hso.c,hso_serial_tty_unregister
CVE-2021-46904,torvalds/linux,8a12f8836145ffe37e9c8733dce18c22fb668b66,drivers/isdn/capi/capi.c,capiminor_free,,,Race Condition,CWE-476,drivers/net/usb/hso.c,hso_serial_tty_unregister
CVE-2021-46906,torvalds/linux,6be388f4a35d2ce5ef7dbf635a8964a5da7f799f,drivers/staging/greybus/hid.c,gb_hid_report_len,TP,,Information Exposure,CWE-668,include/linux/hid.h,hid_report_len
CVE-2021-46914,torvalds/linux,debb9df311582c83fe369baa35fa4b92e8a9c58a,drivers/net/ethernet/intel/ixgbevf/ixgbevf_main.c,ixgbevf_resume,,,Logic Error,CWE-675,drivers/net/ethernet/intel/ixgbe/ixgbe_main.c,ixgbe_resume
CVE-2021-46917,torvalds/linux,ea9aadc06a9f10ad20a90edc0a484f1147d88a7a,drivers/dma/idxd/device.c,idxd_drv_enable_wq,,,Logic Error,CWE-668,drivers/dma/idxd/sysfs.c,disable_wq
CVE-2021-46918,torvalds/linux,6df0e6c57dfc064af330071f372f11aa8c584997,drivers/dma/idxd/init.c,idxd_shutdown,,,Resource Leak,CWE-404,drivers/dma/idxd/init.c,idxd_shutdown
CVE-2021-46945,torvalds/linux,ac2f7ca51b0929461ea49918f27c11b680f28995,fs/jfs/super.c,jfs_handle_error,,,Logic Error,CWE-670,fs/ext4/super.c,ext4_handle_error
CVE-2021-46948,torvalds/linux,83b09a1807415608b387c7bc748d329fefc5617e,drivers/net/ethernet/sfc/falcon/farch.c,ef4_farch_handle_tx_event,,,Null Pointer Dereference,CWE-476,drivers/net/ethernet/sfc/farch.c,efx_farch_handle_tx_event
CVE-2021-46952,torvalds/linux,c09f11ef35955785f92369e25819bf0629df2e59,fs/nfs/fs_context.c,nfs_fs_context_parse_param,,,Other,CWE-125,fs/nfs/fs_context.c,nfs23_parse_monolithic
CVE-2021-46957,torvalds/linux,b1ebaa0e1318494a7637099a26add50509e37964,arch/csky/kernel/probes/kprobes.c,kprobe_fault_handler,,,Logic Error,CWE-664,arch/riscv/kernel/probes/kprobes.c,kprobe_fault_handler
CVE-2021-46957,torvalds/linux,b1ebaa0e1318494a7637099a26add50509e37964,arch/sh/kernel/kprobes.c,kprobe_fault_handler,,,Logic Error,CWE-664,arch/riscv/kernel/probes/kprobes.c,kprobe_fault_handler
CVE-2021-46957,torvalds/linux,b1ebaa0e1318494a7637099a26add50509e37964,arch/arm/probes/kprobes/core.c,kprobe_fault_handler,,,Logic Error,CWE-664,arch/riscv/kernel/probes/kprobes.c,kprobe_fault_handler
CVE-2021-46957,torvalds/linux,b1ebaa0e1318494a7637099a26add50509e37964,arch/arc/kernel/kprobes.c,kprobe_fault_handler,,,Logic Error,CWE-664,arch/riscv/kernel/probes/kprobes.c,kprobe_fault_handler
CVE-2021-46976,torvalds/linux,402be8a101190969fc7ff122d07e262df86e132b,drivers/gpu/drm/i915/i915_active.c,active_instance,,,Logic Error,CWE-682,drivers/gpu/drm/i915/i915_active.c,auto_retire
CVE-2021-46977,torvalds/linux,5104d7ffcf24749939bea7fdb5378d186473f890,arch/x86/events/core.c,check_hw_exists,,,Race Condition,CWE-362,arch/x86/kvm/x86.c,kvm_probe_user_return_msr
CVE-2021-46981,torvalds/linux,79ebe9110fa458d58f1fceb078e2068d7ad37390,drivers/block/nbd.c,nbd_disconnect_and_put,,,Null Pointer Dereference,CWE-476,drivers/block/nbd.c,nbd_disconnect_and_put
CVE-2021-46981,torvalds/linux,79ebe9110fa458d58f1fceb078e2068d7ad37390,drivers/block/nbd.c,nbd_dev_remove,,,Null Pointer Dereference,CWE-476,drivers/block/nbd.c,nbd_disconnect_and_put
CVE-2021-46981,torvalds/linux,79ebe9110fa458d58f1fceb078e2068d7ad37390,drivers/block/nbd.c,nbd_start_device_ioctl,,,Null Pointer Dereference,CWE-476,drivers/block/nbd.c,nbd_disconnect_and_put
CVE-2021-46984,torvalds/linux,efed9a3337e341bd0989161b97453b52567bc59d,block/kyber-iosched.c,kyber_bio_merge,,,Out-of-bounds Read,CWE-129,block/blk-mq-sched.c,__blk_mq_sched_bio_merge
CVE-2021-46986,torvalds/linux,bb9c74a5bd1462499fe5ccb1e3c5ac40dcfa9139,drivers/usb/cdns3/cdnsp-gadget.c,cdnsp_gadget_exit,TP,,Use After Free,CWE-416,drivers/usb/dwc3/gadget.c,dwc3_gadget_exit
CVE-2021-46986,torvalds/linux,bb9c74a5bd1462499fe5ccb1e3c5ac40dcfa9139,drivers/usb/cdns3/cdnsp-gadget.c,__cdnsp_gadget_init,TP,,Use After Free,CWE-416,drivers/usb/dwc3/gadget.c,dwc3_gadget_exit
CVE-2021-46986,torvalds/linux,bb9c74a5bd1462499fe5ccb1e3c5ac40dcfa9139,drivers/usb/dwc2/gadget.c,dwc2_hsotg_remove,,,Use After Free,CWE-416,drivers/usb/dwc3/gadget.c,dwc3_gadget_exit
CVE-2021-46986,torvalds/linux,bb9c74a5bd1462499fe5ccb1e3c5ac40dcfa9139,drivers/usb/gadget/udc/tegra-xudc.c,tegra_xudc_remove,,,Use After Free,CWE-416,drivers/usb/dwc3/gadget.c,dwc3_gadget_exit
CVE-2021-46992,torvalds/linux,a54754ec9891830ba548e2010c889e3c8146e449,lib/rhashtable.c,rhashtable_shrink,FP,,Integer Overflow,CWE-125,net/netfilter/nft_set_hash.c,nft_hash_buckets
CVE-2021-46994,torvalds/linux,03c427147b2d3e503af258711af4fc792b89b0af,drivers/net/can/spi/hi311x.c,hi3110_stop,TP,,Null Pointer Dereference,CWE-476,drivers/net/can/spi/mcp251x.c,mcp251x_stop
CVE-2021-46997,torvalds/linux,4d6a38da8e79e94cbd1344aa90876f0f805db705,arch/arm64/kernel/entry-common.c,__exit_to_kernel_mode,,,Logic Error,CWE-684,arch/arm64/include/asm/daifflags.h,local_daif_inherit
CVE-2021-46999,torvalds/linux,35b4f24415c854cd718ccdf38dbea6297f010aae,net/sctp/sm_statefuns.c,sctp_sf_do_5_1D_ce,,,Use After Free,CWE-416,net/sctp/sm_statefuns.c,sctp_sf_do_dupcook_a
CVE-2021-46999,torvalds/linux,35b4f24415c854cd718ccdf38dbea6297f010aae,net/sctp/sm_statefuns.c,sctp_sf_do_unexpected_init,,,Use After Free,CWE-416,net/sctp/sm_statefuns.c,sctp_sf_do_dupcook_a
CVE-2021-46999,torvalds/linux,35b4f24415c854cd718ccdf38dbea6297f010aae,net/sctp/sm_statefuns.c,sctp_sf_do_5_1B_init,,,Use After Free,CWE-416,net/sctp/sm_statefuns.c,sctp_sf_do_dupcook_a
CVE-2021-47019,torvalds/linux,fe3fccde8870764ba3e60610774bd7bc9f8faeff,drivers/net/wireless/mediatek/mt76/mt7615/pci.c,mt7615_pci_suspend,,,Race Condition,CWE-362,drivers/net/wireless/mediatek/mt76/mt7921/pci.c,mt7921_pci_suspend
CVE-2021-47020,torvalds/linux,48f17f96a81763c7c8bf5500460a359b9939359f,drivers/soundwire/stream.c,sdw_stream_add_slave,FP,,Memory Leak,CWE-401,drivers/soundwire/stream.c,sdw_stream_add_slave
CVE-2021-47021,torvalds/linux,e9d32af478cfc3744a45245c0b126738af4b3ac4,drivers/net/wireless/mediatek/mt76/mt7615/pci_mac.c,mt7615_mac_reset_work,,,Memory Leak,CWE-401,drivers/net/wireless/mediatek/mt76/mt7915/init.c,mt7915_unregister_device
CVE-2021-47022,torvalds/linux,8ab31da7b89f71c4c2defcca989fab7b42f87d71,drivers/net/wireless/mediatek/mt76/mt7996/mac.c,mt7996_mac_reset_work,FP,,Memory Leak,CWE-401,drivers/net/wireless/mediatek/mt76/mt7615/pci_init.c,mt7615_unregister_device
CVE-2021-47028,torvalds/linux,f43b941fd61003659a3f0e039595e5e525917aa8,drivers/net/wireless/mediatek/mt76/mt7915/testmode.c,mt7915_tm_set_tx_len,TP,,Out-of-bounds Read,CWE-125,drivers/net/wireless/mediatek/mt76/mt7915/mcu.c,mt7915_mcu_tx_rate_parse
CVE-2021-47037,torvalds/linux,96fadf7e8ff49fdb74754801228942b67c3eeebd,drivers/clk/qcom/clk-rpm.c,rpm_clk_probe,,,Null Pointer Dereference,CWE-476,sound/soc/qcom/qdsp6/q6afe-clocks.c,q6afe_clock_dev_probe
CVE-2021-47047,torvalds/linux,126bdb606fd2802454e6048caef1be3e25dd121e,drivers/spi/spi-zynq-qspi.c,zynq_qspi_probe,,,Improper Validation,CWE-252,drivers/spi/spi-zynqmp-gqspi.c,zynqmp_qspi_probe
CVE-2021-47071,torvalds/linux,3ee098f96b8b6c1a98f7f97915f8873164e6af9d,drivers/net/hyperv/netvsc.c,netvsc_init_buf,TP,,Memory Leak,CWE-401,drivers/uio/uio_hv_generic.c,hv_uio_probe
CVE-2021-47073,torvalds/linux,3a53587423d25c87af4b4126a806a0575104b45e,drivers/platform/x86/dell/dell-wmi-base.c,dell_wmi_exit,,,Logic Error,CWE-667,drivers/platform/x86/dell/dell-smbios-wmi.c,exit_dell_smbios_wmi
CVE-2021-47073,torvalds/linux,3a53587423d25c87af4b4126a806a0575104b45e,drivers/platform/x86/dell/dell-wmi-privacy.c,dell_privacy_unregister_driver,,,Logic Error,CWE-667,drivers/platform/x86/dell/dell-smbios-wmi.c,exit_dell_smbios_wmi
CVE-2021-47077,torvalds/linux,73578af92a0fae6609b955fcc9113e50e413c80f,drivers/scsi/libfc/fc_lport.c,fc_get_host_speed,,,Null Pointer Dereference,CWE-476,drivers/scsi/qedf/qedf_main.c,qedf_update_link_speed
CVE-2021-47081,torvalds/linux,115726c5d312b462c9d9931ea42becdfa838a076,drivers/accel/habanalabs/goya/goya.c,goya_memset_device_memory,FP,,Use After Free,CWE-416,drivers/misc/habanalabs/gaudi/gaudi.c,gaudi_memset_device_memory
CVE-2021-47081,torvalds/linux,115726c5d312b462c9d9931ea42becdfa838a076,drivers/accel/habanalabs/gaudi/gaudi.c,gaudi_memset_device_memory,FP,,Use After Free,CWE-416,drivers/misc/habanalabs/gaudi/gaudi.c,gaudi_memset_device_memory
CVE-2021-47081,torvalds/linux,115726c5d312b462c9d9931ea42becdfa838a076,drivers/accel/habanalabs/gaudi/gaudi.c,_gaudi_init_tpc_mem,FP,,Use After Free,CWE-416,drivers/misc/habanalabs/gaudi/gaudi.c,gaudi_memset_device_memory
CVE-2021-47081,torvalds/linux,115726c5d312b462c9d9931ea42becdfa838a076,drivers/accel/habanalabs/gaudi/gaudi.c,gaudi_memset_registers,FP,,Use After Free,CWE-416,drivers/misc/habanalabs/gaudi/gaudi.c,gaudi_memset_device_memory
CVE-2021-47088,torvalds/linux,34796417964b8d0aef45a99cf6c2d20cebe33733,mm/damon/core.c,damon_destroy_targets,,,Use After Free,CWE-416,mm/damon/dbgfs.c,dbgfs_before_terminate
CVE-2021-47091,torvalds/linux,87a270625a89fc841f1a7e21aae6176543d8385c,net/mac80211/cfg.c,ieee80211_start_ap,,,Logic Error,CWE-667,net/mac80211/cfg.c,ieee80211_start_ap
CVE-2021-47093,torvalds/linux,26a8b09437804fabfb1db080d676b96c0de68e7c,drivers/media/pci/cx88/cx88-cards.c,cx88_core_create,,,Memory Leak,CWE-401,drivers/platform/x86/intel/pmc/pltdrv.c,pmc_core_platform_init
CVE-2021-47100,torvalds/linux,ffb76a86f8096a8206be03b14adda6092e18e275,mm/memcontrol-v1.c,memcg_event_wake,,,Use After Free,CWE-416,drivers/char/ipmi/ipmi_msghandler.c,cleanup_bmc_device
CVE-2021-47100,torvalds/linux,ffb76a86f8096a8206be03b14adda6092e18e275,mm/memcontrol-v1.c,memcg1_css_offline,,,Use After Free,CWE-416,drivers/char/ipmi/ipmi_msghandler.c,cleanup_bmc_device
CVE-2021-47112,torvalds/linux,8b79feffeca28c5459458fe78676b081e87c93a4,arch/x86/kernel/cpu/vmware.c,vmware_smp_prepare_boot_cpu,,,Use After Free,CWE-416,arch/x86/kernel/kvm.c,kvm_resume
CVE-2021-47114,torvalds/linux,6bba4471f0cc1296fe3c2089b9e52442d3074b2e,fs/ocfs2/file.c,__ocfs2_change_file_space,,,Logic Error,CWE-664,fs/ocfs2/file.c,__ocfs2_change_file_space
CVE-2021-47114,torvalds/linux,6bba4471f0cc1296fe3c2089b9e52442d3074b2e,fs/ioctl.c,ioctl_preallocate,,,Logic Error,CWE-664,fs/ocfs2/file.c,__ocfs2_change_file_space
CVE-2021-47114,torvalds/linux,6bba4471f0cc1296fe3c2089b9e52442d3074b2e,fs/ocfs2/dir.c,ocfs2_extend_dir,,,Logic Error,CWE-664,fs/ocfs2/file.c,__ocfs2_change_file_space
CVE-2021-47127,torvalds/linux,e102db780e1c14f10c70dafa7684af22a745b51d,drivers/net/ethernet/intel/ice/ice_lib.c,ice_vsi_alloc_arrays,,,Null Pointer Dereference,CWE-476,drivers/net/ethernet/intel/ice/ice_lib.c,ice_vsi_alloc_arrays
CVE-2021-47135,torvalds/linux,d874e6c06952382897d35bf4094193cd44ae91bd,drivers/net/wireless/mediatek/mt76/mt7915/testmode.c,mt7915_tm_set_tx_cont,,,Out-of-bounds Read,CWE-129,drivers/net/wireless/mediatek/mt76/mt7921/mcu.c,mt7921_mcu_tx_rate_report
CVE-2021-47145,torvalds/linux,91df99a6eb50d5a1bc70fff4a09a0b7ae6aab96d,fs/btrfs/volumes.c,btrfs_relocate_sys_chunks,,,Logic Error,CWE-617,fs/btrfs/tree-log.c,link_to_fixup_dir
CVE-2021-47170,torvalds/linux,4f2629ea67e7225c3fd292c7fe4f5b3c9d6392de,drivers/usb/core/devio.c,proc_do_submiturb,,,Resource Exhaustion,CWE-770,drivers/usb/core/devio.c,do_proc_bulk
CVE-2021-47173,torvalds/linux,dcb4b8ad6a448532d8b681b5d1a7036210b622de,drivers/net/wireless/realtek/rtw88/usb.c,rtw_usb_intf_init,,,Memory Leak,CWE-401,drivers/usb/misc/uss720.c,uss720_probe
CVE-2021-47177,torvalds/linux,0ee74d5a48635c848c20f152d0d488bf84641304,drivers/iommu/arm/arm-smmu/qcom_iommu.c,qcom_iommu_device_probe,,,Resource Leak,CWE-401,drivers/iommu/intel/dmar.c,alloc_iommu
CVE-2021-47180,torvalds/linux,e0652f8bb44d6294eeeac06d703185357f25d50b,net/nfc/nci/hci.c,nci_hci_allocate,,,Memory Leak,CWE-401,net/nfc/nci/hci.c,nci_hci_deallocate
CVE-2022-0322,torvalds/linux,a2d859e3fc97e79d907761550dbc03ff1b36479c,net/sctp/sm_make_chunk.c,sctp_make_strreset_addstrm,,,Buffer Overflow,CWE-704,net/sctp/sm_make_chunk.c,sctp_make_strreset_req
CVE-2022-0330,torvalds/linux,7938d61591d33394a21bdd7797a245b65428f44c,drivers/gpu/drm/i915/intel_uncore.c,intel_uncore_forcewake_put_delayed,,,Race Condition,CWE-281,drivers/gpu/drm/i915/intel_uncore.c,intel_uncore_forcewake_put
CVE-2022-0330,torvalds/linux,7938d61591d33394a21bdd7797a245b65428f44c,drivers/gpu/drm/i915/gt/intel_workarounds.c,wa_list_apply,,,Race Condition,CWE-281,drivers/gpu/drm/i915/intel_uncore.c,intel_uncore_forcewake_put
CVE-2022-0330,torvalds/linux,7938d61591d33394a21bdd7797a245b65428f44c,drivers/gpu/drm/i915/i915_vma.c,i915_vma_bind,,,Race Condition,CWE-281,drivers/gpu/drm/i915/i915_vma.c,i915_vma_bind
CVE-2022-0617,torvalds/linux,7fc3b7c2981bbd1047916ade327beccb90994eee,drivers/gpu/drm/i915/gem/i915_gem_shmem.c,__shmem_writeback,,,Null Pointer Dereference,CWE-476,fs/udf/inode.c,udf_expand_file_adinicb
CVE-2022-0617,torvalds/linux,7fc3b7c2981bbd1047916ade327beccb90994eee,mm/migrate.c,writeout,,,Null Pointer Dereference,CWE-476,fs/udf/inode.c,udf_expand_file_adinicb
CVE-2022-0617,torvalds/linux,7fc3b7c2981bbd1047916ade327beccb90994eee,drivers/gpu/drm/ttm/ttm_backup.c,ttm_backup_backup_page,,,Null Pointer Dereference,CWE-476,fs/udf/inode.c,udf_expand_file_adinicb
CVE-2022-0646,torvalds/linux,6c342ce2239c182c2428ce5a44cb32330434ae6e,drivers/net/ethernet/qualcomm/emac/emac.c,emac_remove,,,Use After Free,CWE-416,drivers/net/mctp/mctp-serial.c,mctp_serial_uninit
CVE-2022-1016,torvalds/linux,4c905f6740a365464e91467aa50916555b28213d,net/netfilter/nf_tables_core.c,nft_do_chain,,,Uninitialized Use,CWE-909,net/netfilter/nf_tables_core.c,nft_do_chain
CVE-2022-1195,torvalds/linux,b2f37aead1b82a770c48b5d583f35ec22aabb61e,drivers/net/slip/slip.c,slip_close,,,Null Pointer Dereference,CWE-416,drivers/net/hamradio/mkiss.c,mkiss_close
CVE-2022-1195,torvalds/linux,b2f37aead1b82a770c48b5d583f35ec22aabb61e,drivers/net/ethernet/rocker/rocker_main.c,rocker_probe_port,,,Null Pointer Dereference,CWE-416,drivers/net/hamradio/mkiss.c,mkiss_close
CVE-2022-1204,torvalds/linux,9fd75b66b8f68498454d685dc4ba13192ae069b0,net/ax25/af_ax25.c,ax25_release,,,Memory Leak,CWE-416,net/ax25/af_ax25.c,ax25_release
CVE-2022-1263,torvalds/linux,5593473a1e6c743764b08e3b6071cb43b5cfa6c4,virt/kvm/kvm_main.c,kvm_vm_ioctl_create_vcpu,FP,,Null Pointer Dereference,CWE-476,virt/kvm/kvm_main.c,kvm_vcpu_destroy
CVE-2022-1419,torvalds/linux,4b848f20eda5974020f043ca14bacf7a7e634fc8,drivers/gpu/drm/drm_gem_dma_helper.c,drm_gem_dma_create_with_handle,,,Use After Free,CWE-416,drivers/gpu/drm/vgem/vgem_drv.c,vgem_gem_create
CVE-2022-1836,torvalds/linux,233087ca063686964a53c829d547c7571e3f67bf,drivers/block/floppy.c,floppy_raw_cmd_ioctl,,,Use After Free,CWE-416,drivers/block/floppy.c,fd_locked_ioctl
CVE-2022-20158,torvalds/linux,c700525fcc06b05adfea78039de02628af79e07a,net/packet/af_packet.c,packet_rcv,,,Buffer Overflow,CWE-416,net/packet/af_packet.c,tpacket_rcv
CVE-2022-20368,torvalds/linux,c700525fcc06b05adfea78039de02628af79e07a,net/packet/af_packet.c,packet_rcv,,,Out-of-bounds Read,CWE-125,net/packet/af_packet.c,tpacket_rcv
CVE-2022-20423,torvalds/linux,65f3324f4b6fed78b8761c3b74615ecf0ffa81fa,drivers/rpmsg/qcom_glink_rpm.c,glink_rpm_parse_toc,,,Integer Overflow,CWE-190,drivers/usb/gadget/function/rndis.c,rndis_set_response
CVE-2022-20565,torvalds/linux,bce1305c0ece3dc549663605e567655dd701752c,drivers/hid/i2c-hid/i2c-hid-core.c,i2c_hid_get_report_length,,,Buffer Overflow,CWE-787,drivers/hid/hid-core.c,hid_output_report
CVE-2022-20565,torvalds/linux,bce1305c0ece3dc549663605e567655dd701752c,drivers/hid/hid-goodix-spi.c,goodix_hid_get_report_length,,,Buffer Overflow,CWE-787,drivers/hid/hid-core.c,hid_output_report
CVE-2022-21499,torvalds/linux,eadb2f47a3ced5c64b23b90fd2a3463f63726066,kernel/debug/kdb/kdb_main.c,kdb_parse,,,Authorization Bypass,CWE-787,kernel/debug/kdb/kdb_main.c,kdb_check_for_lockdown
CVE-2022-23040,torvalds/linux,3777ea7bac3113005b7180e6b9dadf16d19a5827,net/9p/trans_xen.c,xen_9pfs_front_alloc_dataring,,,Race Condition,CWE-362,drivers/xen/xenbus/xenbus_client.c,xenbus_grant_ring
CVE-2022-23960,torvalds/linux,9dd78194a3722fa6712192cdd4f7032d45112a9a,arch/arm/mm/proc-v7-bugs.c,spectre_v2_install_workaround,,,Information Exposure,CWE-200,arch/arm/mm/proc-v7-bugs.c,spectre_v2_install_workaround
CVE-2022-23960,torvalds/linux,9dd78194a3722fa6712192cdd4f7032d45112a9a,arch/arm64/kernel/proton-pack.c,cpu_show_spectre_v2,,,Information Exposure,CWE-200,arch/arm/kernel/spectre.c,cpu_show_spectre_v2
CVE-2022-27223,torvalds/linux,7f14c7227f342d9932f9b918893c8814f86d2a0d,drivers/usb/gadget/udc/max3420_udc.c,max3420_set_clear_feature,TP,,Improper Validation,CWE-129,drivers/usb/gadget/udc/udc-xilinx.c,xudc_getstatus
CVE-2022-27666,torvalds/linux,ebe48d368e97d007bfeb76fcb065d6cfc4c96645,net/ipv6/esp6.c,esp6_output_head,,,Buffer Overflow,CWE-787,net/ipv4/esp4.c,esp_output_head
CVE-2022-2873,torvalds/linux,690b2549b19563ec5ad53e5c82f6a944d910086e,drivers/iio/chemical/sunrise_co2.c,sunrise_regmap_read,,,Buffer Overflow,CWE-131,drivers/i2c/busses/i2c-ismt.c,ismt_access
CVE-2022-28893,torvalds/linux,f00432063db1a0db484e85193eccc6845435b80e,net/sunrpc/xprtsock.c,xs_destroy,,,Use After Free,CWE-416,net/sunrpc/xprtsock.c,xs_local_send_request
CVE-2022-2964,torvalds/linux,57bc3d3ae8c14df3ceb4e17d26ddf9eeab304581,drivers/net/wireless/realtek/rtl8xxxu/core.c,rtl8xxxu_parse_rxdesc24,,,Out-of-bounds Read,CWE-119,drivers/net/usb/ax88179_178a.c,ax88179_rx_fixup
